,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,key_press,responses,correct,choices,correct_choice,trial_duration,response_ends_trial,number_of_apertures,number_of_dots,number_of_sets,coherent_direction,coherence,opposite_coherence,dot_radius,dot_life,move_distance,aperture_width,aperture_height,dot_color,background_color,RDK_type,aperture_type,reinsert_type,frame_rate,frame_rate_array,number_of_frames,aperture_center_x,aperture_center_y,fixation_cross,fixation_cross_width,fixation_cross_height,fixation_cross_color,fixation_cross_thickness,border,colour_config,rotation_config,border_color,canvas_width,canvas_height,stair_coh1,stair_coh2
1273,RDK,1273,1032232,0.0-19.0-0.0-14.0-0.0-0.0-1.0-1.37,2316.955000016605,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0,0.2500159856932937",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.32150289023058,"[10.909999982686713,13.0500000086613,13.215000013587996,13.334999996004626,13.245000009192154,13.494999991962686,13.32999998703599,13.195000006817281,13.414999993983656,13.399999996181577,13.195000006817281,13.435000000754371,13.24999998905696,13.335000025108457,13.500000000931323,13.160000002244487,13.549999974202365,13.260000006994233,13.275000004796311,13.275000004796311,17.434999987017363,12.440000020433217,10.169999994104728,13.40999998501502,16.550000000279397,10.150000016437843,13.340000004973263,13.269999995827675,13.294999982463196,13.345000013941899,13.429999991785735,13.189999997848645,13.485000003129244,13.260000006994233,13.349999993806705,13.455000007525086,16.34499998181127,10.290000005625188,13.29000000259839,13.265000015962869,13.37000000057742,13.32999998703599,13.375000009546056,13.389999978244305,13.375000009546056,13.215000013587996,13.37000000057742,13.334999996004626,13.32999998703599,13.479999994160607,13.200000015785918,13.314999989233911,13.245000009192154,13.48999998299405,13.300000020535663,13.334999996004626,13.429999991785735,16.204999992623925,10.295000014593825,13.444999989587814,16.42500000889413,10.2199999964796,13.414999993983656,13.325000007171184,13.349999993806705,13.200000015785918,13.429999991785735,13.345000013941899,13.219999993452802,13.504999980796129,13.270000024931505,13.264999986859038,13.295000011567026,13.454999978421256,13.25000001816079,13.325000007171184,13.43499997165054,13.225000002421439,13.360000011743978,13.464999996358529,13.429999991785735,13.340000004973263,13.25000001816079,13.259999977890402,13.395000016316772,13.299999991431832,13.284999993629754,13.37000000057742,13.415000023087487,13.240000000223517,13.424999982817098,13.314999989233911,13.340000004973263,13.285000022733584,13.43499997165054,13.225000002421439,13.420000002952293,13.334999996004626,13.230000011390075,13.459999987389892,13.49000001209788,13.054999988526106,13.415000023087487,13.319999998202547,13.32999998703599,13.420000002952293,13.355000002775341,13.215000013587996,13.414999993983656,13.275000004796311,13.424999982817098,13.25000001816079,13.334999996004626,13.364999991608784,13.295000011567026,13.469999976223335,13.155000022379681,13.399999996181577,13.429999991785735,13.29000000259839,13.355000002775341,13.299999991431832,13.399999996181577,13.345000013941899,13.284999993629754,13.394999987212941,13.380000018514693,13.254999998025596,13.240000000223517,13.394999987212941,13.395000016316772,13.37000000057742,13.334999996004626,13.314999989233911,13.33000001613982,13.275000004796311,13.35499997367151,13.275000004796311,13.445000018691644,13.630000001285225,13.099999981932342,13.355000002775341,13.29000000259839,13.275000004796311,13.340000004973263,13.254999998025596,13.474999985191971,14.605000003939494,11.969999992288649,13.310000009369105,13.399999996181577,13.425000011920929,13.204999995650724,13.379999989410862,13.305000000400469,13.375000009546056,13.349999993806705,13.29000000259839,13.379999989410862,13.350000022910535,13.364999991608784,13.264999986859038,13.445000018691644,13.344999984838068,13.204999995650724,13.345000013941899,13.355000002775341,13.405000005150214,13.364999991608784,13.245000009192154,13.464999996358529,13.195000006817281,13.44999999855645]",173.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1274,html-keyboard-response,1274,1032785,0.0-19.0-0.0-14.0-0.0-0.0-1.0-2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,html-keyboard-response,1275,1033386,0.0-19.0-0.0-14.0-0.0-0.0-1.0-3.37,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,html-keyboard-response,1276,1033639,0.0-19.0-0.0-14.0-0.0-0.0-1.0-0.38,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,RDK,1277,1034179,0.0-19.0-0.0-14.0-0.0-0.0-1.0-1.38,538.8250000250991,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"-90,90","0.17261279046092465,0.2500159856932937",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.188500000251224,"[7.184999994933605,13.405000005150214,13.384999998379499,13.29000000259839,13.32999998703599,13.360000011743978,13.340000004973263,13.310000009369105,13.339999975869432,13.285000022733584,13.429999991785735,13.260000006994233,16.28999999957159,10.424999985843897,13.215000013587996,13.389999978244305,13.420000002952293,13.254999998025596,13.295000011567026,13.394999987212941,13.37000000057742,13.310000009369105,13.314999989233911,13.400000025285408,13.254999998025596,13.379999989410862,13.384999998379499,13.260000006994233,13.435000000754371,13.234999991254881,13.379999989410862,13.360000011743978,13.314999989233911,13.29000000259839,13.375000009546056,13.325000007171184,13.294999982463196,13.300000020535663,13.435000000754371,13.514999998733401]",40.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1278,html-keyboard-response,1278,1034732,0.0-19.0-0.0-14.0-0.0-0.0-1.0-2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,html-keyboard-response,1279,1035133,0.0-19.0-0.0-14.0-0.0-0.0-1.0-3.38,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,html-keyboard-response,1280,1035384,0.0-19.0-0.0-14.0-0.0-0.0-1.0-0.39,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,RDK,1281,1035850,0.0-19.0-0.0-14.0-0.0-0.0-1.0-1.39,465.41500001330866,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0.6,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.23342857150627,"[9.879999997792765,13.21000000461936,13.234999991254881,13.405000005150214,13.299999991431832,13.400000025285408,13.224999973317608,13.525000016670674,13.325000007171184,13.254999998025596,13.44999999855645,13.340000004973263,13.619999983347952,12.994999997317791,13.280000013764948,13.359999982640147,17.235000006621704,9.385000012116507,13.405000005150214,13.254999998025596,13.344999984838068,13.500000000931323,13.135000015608966,13.319999998202547,13.435000000754371,13.309999980265275,13.275000004796311,13.444999989587814,13.325000007171184,13.29000000259839,13.399999996181577,13.365000020712614,13.234999991254881,13.440000009723008,13.264999986859038]",35.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1282,html-keyboard-response,1282,1036403,0.0-19.0-0.0-14.0-0.0-0.0-1.0-2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,html-keyboard-response,1283,1036905,0.0-19.0-0.0-14.0-0.0-0.0-1.0-3.39,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,html-keyboard-response,1284,1037158,0.0-19.0-0.0-14.0-0.0-0.0-1.0-0.40,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,RDK,1285,1037548,0.0-19.0-0.0-14.0-0.0-0.0-1.0-1.40,389.52500000596046,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0,0.6",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.220517241781385,"[10.06000000052154,13.390000007348135,13.425000011920929,13.004999986151233,13.33000001613982,13.459999987389892,13.414999993983656,13.220000022556633,13.309999980265275,13.284999993629754,13.430000020889565,13.244999980088323,13.475000014295802,13.319999998202547,13.275000004796311,13.40999998501502,13.245000009192154,13.375000009546056,13.314999989233911,13.379999989410862,13.300000020535663,13.264999986859038,13.420000002952293,13.284999993629754,13.365000020712614,13.339999975869432,13.345000013941899,13.425000011920929,13.279999984661117]",29.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1286,html-keyboard-response,1286,1038100,0.0-19.0-0.0-14.0-0.0-0.0-1.0-2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,html-keyboard-response,1287,1038702,0.0-19.0-0.0-14.0-0.0-0.0-1.0-3.40,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,html-keyboard-response,1288,1038954,0.0-19.0-0.0-14.0-0.0-0.0-1.0-0.41,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,RDK,1289,1041567,0.0-19.0-0.0-14.0-0.0-0.0-1.0-1.41,2612.6599999843165,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0.07740319523236903,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.33902564096766,"[13.780000008409843,13.344999984838068,13.265000015962869,13.219999993452802,17.725000012433156,9.079999988898635,13.24999998905696,13.284999993629754,13.440000009723008,13.215000013587996,13.340000004973263,13.44999999855645,13.20999997551553,13.384999998379499,13.400000025285408,13.284999993629754,13.390000007348135,13.439999980619177,13.180000009015203,13.360000011743978,13.379999989410862,13.269999995827675,13.32999998703599,13.345000013941899,13.334999996004626,13.435000000754371,13.215000013587996,13.32999998703599,13.379999989410862,13.485000003129244,13.215000013587996,13.405000005150214,13.259999977890402,13.305000000400469,13.430000020889565,13.359999982640147,13.245000009192154,13.420000002952293,13.184999988880008,13.334999996004626,13.445000018691644,13.264999986859038,13.360000011743978,13.390000007348135,13.334999996004626,13.314999989233911,13.460000016493723,13.234999991254881,13.305000000400469,13.284999993629754,13.520000007702038,13.325000007171184,13.269999995827675,13.364999991608784,13.40999998501502,13.21000000461936,13.350000022910535,13.384999998379499,13.324999978067353,13.375000009546056,13.29000000259839,13.29000000259839,13.309999980265275,13.375000009546056,13.310000009369105,13.424999982817098,13.254999998025596,13.38500002748333,13.229999982286245,13.399999996181577,13.390000007348135,13.29000000259839,13.355000002775341,13.344999984838068,13.360000011743978,13.310000009369105,13.384999998379499,13.259999977890402,13.380000018514693,13.379999989410862,13.440000009723008,13.184999988880008,13.430000020889565,13.299999991431832,13.234999991254881,13.455000007525086,13.375000009546056,13.184999988880008,13.384999998379499,13.44999999855645,13.345000013941899,13.32999998703599,13.295000011567026,13.379999989410862,13.204999995650724,13.440000009723008,13.319999998202547,13.305000000400469,13.384999998379499,13.24999998905696,13.37000000057742,13.334999996004626,13.41000001411885,13.234999991254881,13.355000002775341,13.364999991608784,13.285000022733584,16.354999999748543,10.399999999208376,13.240000000223517,16.389999975217506,10.325000010197982,13.314999989233911,13.295000011567026,13.355000002775341,13.334999996004626,13.425000011920929,13.384999998379499,13.240000000223517,16.564999998081475,10.09999998495914,13.310000009369105,13.360000011743978,13.389999978244305,13.29000000259839,13.384999998379499,13.175000000046566,13.430000020889565,13.399999996181577,13.344999984838068,13.355000002775341,13.310000009369105,13.355000002775341,13.420000002952293,13.279999984661117,13.219999993452802,13.415000023087487,13.359999982640147,13.380000018514693,13.179999979911372,13.425000011920929,13.424999982817098,13.300000020535663,13.24999998905696,13.414999993983656,13.25000001816079,13.374999980442226,13.350000022910535,13.28999997349456,13.440000009723008,13.325000007171184,13.24999998905696,13.360000011743978,13.37000000057742,13.29000000259839,13.429999991785735,13.295000011567026,13.299999991431832,13.364999991608784,13.390000007348135,13.240000000223517,13.500000000931323,13.284999993629754,13.269999995827675,13.254999998025596,13.54500002344139,13.459999987389892,13.444999989587814,13.055000017629936,13.405000005150214,13.134999986505136,13.340000004973263,13.429999991785735,13.21000000461936,13.414999993983656,13.464999996358529,13.145000004442409,13.405000005150214,13.299999991431832,13.480000023264438,13.294999982463196,13.375000009546056,13.284999993629754,13.384999998379499,13.32999998703599,13.29000000259839,13.340000004973263,13.355000002775341,13.254999998025596,13.475000014295802,13.269999995827675,13.264999986859038,13.360000011743978,13.455000007525086,13.19499997771345]",195.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1290,html-keyboard-response,1290,1042121,0.0-19.0-0.0-14.0-0.0-0.0-1.0-2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,html-keyboard-response,1291,1042522,0.0-19.0-0.0-14.0-0.0-0.0-1.0-3.41,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,html-keyboard-response,1292,1042775,0.0-19.0-0.0-14.0-0.0-0.0-1.0-0.42,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,RDK,1293,1045693,0.0-19.0-0.0-14.0-0.0-0.0-1.0-1.42,2917.240000009769,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0,0.07740319523236903",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.310433790001586,"[7.5450000003911555,13.505000009899959,12.994999997317791,13.479999994160607,13.260000006994233,13.364999991608784,13.375000009546056,13.305000000400469,13.240000000223517,13.32999998703599,13.44999999855645,13.200000015785918,13.455000007525086,13.309999980265275,13.265000015962869,13.44999999855645,13.284999993629754,13.32999998703599,13.435000000754371,13.33000001613982,13.244999980088323,13.420000002952293,13.350000022910535,13.234999991254881,13.379999989410862,13.395000016316772,13.219999993452802,13.375000009546056,13.459999987389892,13.394999987212941,13.140000024577603,13.484999974025413,16.260000003967434,10.334999999031425,13.360000011743978,13.264999986859038,13.360000011743978,13.360000011743978,13.254999998025596,13.319999998202547,13.429999991785735,13.340000004973263,13.375000009546056,13.24999998905696,13.44999999855645,13.189999997848645,13.435000000754371,13.199999986682087,13.430000020889565,13.32999998703599,13.33000001613982,13.279999984661117,13.41000001411885,13.305000000400469,13.314999989233911,13.41000001411885,13.534999976400286,13.035000010859221,13.459999987389892,13.340000004973263,13.275000004796311,13.470000005327165,13.184999988880008,13.340000004973263,13.305000000400469,13.355000002775341,13.349999993806705,13.440000009723008,13.225000002421439,13.314999989233911,13.429999991785735,13.29000000259839,13.520000007702038,13.124999997671694,13.470000005327165,13.305000000400469,13.435000000754371,13.269999995827675,13.225000002421439,13.364999991608784,13.415000023087487,13.344999984838068,13.219999993452802,13.395000016316772,13.399999996181577,13.245000009192154,13.389999978244305,13.29000000259839,13.295000011567026,13.474999985191971,13.25000001816079,13.355000002775341,13.37000000057742,13.305000000400469,13.279999984661117,13.405000005150214,13.279999984661117,13.360000011743978,13.364999991608784,16.54500002041459,10.104999993927777,13.420000002952293,13.305000000400469,13.19499997771345,13.485000003129244,13.319999998202547,13.415000023087487,13.324999978067353,13.315000018337741,13.259999977890402,13.415000023087487,13.294999982463196,13.29000000259839,13.41000001411885,13.264999986859038,13.380000018514693,13.344999984838068,13.334999996004626,13.384999998379499,13.340000004973263,13.245000009192154,13.520000007702038,13.240000000223517,13.294999982463196,13.355000002775341,13.314999989233911,13.29000000259839,13.380000018514693,13.485000003129244,13.240000000223517,13.259999977890402,13.420000002952293,13.305000000400469,13.399999996181577,13.220000022556633,13.359999982640147,13.33000001613982,13.435000000754371,13.189999997848645,13.379999989410862,13.310000009369105,13.435000000754371,13.389999978244305,13.254999998025596,13.375000009546056,13.265000015962869,13.374999980442226,13.345000013941899,13.355000002775341,13.309999980265275,13.285000022733584,13.414999993983656,13.325000007171184,13.264999986859038,13.429999991785735,13.284999993629754,13.295000011567026,13.429999991785735,13.33000001613982,13.355000002775341,13.314999989233911,13.525000016670674,13.469999976223335,13.195000006817281,13.145000004442409,13.234999991254881,13.37000000057742,13.41000001411885,13.340000004973263,13.509999989764765,13.240000000223517,13.16999999107793,13.405000005150214,13.364999991608784,13.265000015962869,13.334999996004626,13.485000003129244,13.344999984838068,13.180000009015203,13.414999993983656,13.380000018514693,13.384999998379499,13.199999986682087,13.455000007525086,13.429999991785735,13.234999991254881,13.205000024754554,13.464999996358529,13.204999995650724,13.340000004973263,13.405000005150214,13.219999993452802,13.40999998501502,13.37000000057742,13.295000011567026,13.544999994337559,13.175000000046566,13.295000011567026,13.439999980619177,13.440000009723008,13.230000011390075,13.37000000057742,13.324999978067353,13.230000011390075,13.414999993983656,13.305000000400469,13.414999993983656,13.350000022910535,13.269999995827675,13.294999982463196,13.245000009192154,16.589999984716997,10.160000005271286,13.340000004973263,13.345000013941899,13.384999998379499,13.264999986859038,13.414999993983656,13.265000015962869]",219.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1294,html-keyboard-response,1294,1046245,0.0-19.0-0.0-14.0-0.0-0.0-1.0-2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,html-keyboard-response,1295,1046846,0.0-19.0-0.0-14.0-0.0-0.0-1.0-3.42,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,html-keyboard-response,1296,1047097,0.0-19.0-0.0-14.0-0.0-0.0-1.0-0.43,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,RDK,1297,1048054,0.0-19.0-0.0-14.0-0.0-0.0-1.0-1.43,955.6499999889638,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"90,-90","0.17261279046092465,0.2500159856932937",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.239583333617905,"[6.560000008903444,13.044999999692664,13.395000016316772,13.359999982640147,13.200000015785918,13.659999996889383,13.145000004442409,13.269999995827675,13.324999978067353,13.470000005327165,13.185000017983839,13.384999998379499,13.240000000223517,13.349999993806705,13.340000004973263,13.399999996181577,13.24999998905696,13.399999996181577,13.455000007525086,13.269999995827675,17.33500001137145,9.365000005345792,13.359999982640147,13.265000015962869,13.485000003129244,13.264999986859038,13.24999998905696,13.440000009723008,13.254999998025596,13.349999993806705,13.49000001209788,13.299999991431832,13.29000000259839,13.280000013764948,13.314999989233911,13.384999998379499,16.30499999737367,10.29999999445863,13.420000002952293,13.405000005150214,13.280000013764948,13.259999977890402,13.360000011743978,13.384999998379499,13.280000013764948,13.344999984838068,13.260000006994233,13.550000003306195,13.264999986859038,13.245000009192154,13.440000009723008,13.204999995650724,13.32999998703599,13.355000002775341,13.334999996004626,13.345000013941899,13.379999989410862,13.314999989233911,13.375000009546056,13.345000013941899,13.294999982463196,13.365000020712614,13.324999978067353,13.269999995827675,13.380000018514693,13.340000004973263,13.284999993629754,13.424999982817098,13.33000001613982,13.325000007171184,13.379999989410862,13.310000009369105]",72.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1298,html-keyboard-response,1298,1048607,0.0-19.0-0.0-14.0-0.0-0.0-1.0-2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,html-keyboard-response,1299,1049209,0.0-19.0-0.0-14.0-0.0-0.0-1.0-3.43,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,html-keyboard-response,1300,1049462,0.0-19.0-0.0-14.0-0.0-0.0-1.0-0.44,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,RDK,1301,1050289,0.0-19.0-0.0-14.0-0.0-0.0-1.0-1.44,826.2450000038369,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"90,-90","0.17261279046092465,0.2500159856932937",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.385983606701195,"[16.38500002445653,13.299999991431832,13.305000000400469,13.440000009723008,13.224999973317608,13.254999998025596,13.45000002766028,13.244999980088323,13.334999996004626,13.235000020358711,13.424999982817098,13.745000003837049,12.905000010505319,13.439999980619177,13.300000020535663,13.21000000461936,13.404999976046383,13.41000001411885,13.24999998905696,13.355000002775341,13.455000007525086,13.260000006994233,13.340000004973263,13.379999989410862,13.184999988880008,13.544999994337559,13.300000020535663,13.234999991254881,13.399999996181577,13.334999996004626,13.254999998025596,13.430000020889565,13.349999993806705,13.225000002421439,13.494999991962686,13.299999991431832,13.21000000461936,13.41000001411885,13.29000000259839,13.309999980265275,13.430000020889565,13.294999982463196,13.334999996004626,13.41000001411885,13.390000007348135,13.309999980265275,13.310000009369105,13.269999995827675,13.425000011920929,13.305000000400469,13.284999993629754,13.44999999855645,13.269999995827675,13.334999996004626,13.284999993629754,13.420000002952293,13.315000018337741,13.189999997848645,13.579999998910353,13.355000002775341,13.24999998905696]",61.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
